,SalesOrderID,TotalDue,NumberofItems,OnlineOrderFlag
5548,49207,2699.9018,1,online
5549,49208,2410.6266,1,online
5550,49209,2410.6266,1,online
5551,49210,2288.9187,1,online
5552,49211,2288.9187,1,online
5553,49212,1105.4834,1,online
5554,49213,1105.4834,1,online
5555,49214,2410.6266,1,online
5556,49215,865.204,1,online
5557,49216,865.204,1,online
5558,49217,2410.6266,1,online
5559,49218,2410.6266,1,online
5560,49219,2264.2536,1,online
5561,49220,2288.9187,1,online
5562,49221,2410.6266,1,online
5563,49222,2288.9187,1,online
5564,49223,2264.2536,1,online
5565,49224,2264.2536,1,online
5566,49225,2410.6266,1,online
5567,49226,2699.9018,1,online
5568,49227,2699.9018,1,online
5569,49228,2264.2536,1,online
5570,49229,2288.9187,1,online
5571,49230,2264.2536,1,online
5572,49231,2264.2536,1,online
5573,49232,865.204,1,online
5574,49233,865.204,1,online
5575,49234,865.204,1,online
5576,49235,865.204,1,online
5577,49236,1105.4834,1,online
5578,49237,1105.4834,1,online
5579,49238,2410.6266,1,online
5580,49239,2288.9187,1,online
5581,49240,2288.9187,1,online
5582,49241,2288.9187,1,online
5583,49242,2699.9018,1,online
5584,49243,2264.2536,1,online
5585,49244,2264.2536,1,online
5586,49245,1105.4834,1,online
5587,49246,2410.6266,1,online
5588,49247,2699.9018,1,online
5589,49248,1105.4834,1,online
5590,49249,1105.4834,1,online
5591,49250,865.204,1,online
5592,49251,2410.6266,1,online
5593,49252,2288.9187,1,online
5594,49253,2264.2536,1,online
5595,49254,2264.2536,1,online
5596,49255,865.204,1,online
5597,49256,2288.9187,1,online
5598,49257,865.204,1,online
5599,49258,2699.9018,1,online
5600,49259,2264.2536,1,online
5601,49260,2264.2536,1,online
5602,49261,2264.2536,1,online
5603,49262,865.204,1,online
5604,49263,865.204,1,online
5605,49264,2288.9187,1,online
5606,49265,2288.9187,1,online
5607,49266,2264.2536,1,online
5608,49267,2288.9187,1,online
5609,49268,2288.9187,1,online
5610,49269,2410.6266,1,online
5611,49270,2288.9187,1,online
5612,49271,2288.9187,1,online
5613,49272,2264.2536,1,online
5614,49273,2288.9187,1,online
5615,49274,2264.2536,1,online
5616,49275,2699.9018,1,online
5617,49276,2410.6266,1,online
5618,49277,2288.9187,1,online
5619,49278,2264.2536,1,online
5620,49279,2264.2536,1,online
5621,49280,2699.9018,1,online
5622,49281,865.204,1,online
5623,49282,2264.2536,1,online
5624,49283,2288.9187,1,online
5625,49284,2410.6266,1,online
5626,49285,2288.9187,1,online
5627,49286,2288.9187,1,online
5628,49287,2288.9187,1,online
5629,49288,2288.9187,1,online
5630,49289,865.204,1,online
5631,49290,2699.9018,1,online
5632,49291,1105.4834,1,online
5633,49292,1105.4834,1,online
5634,49293,2264.2536,1,online
5635,49294,2699.9018,1,online
5636,49295,2264.2536,1,online
5637,49296,2288.9187,1,online
5638,49297,2264.2536,1,online
5639,49298,2288.9187,1,online
5640,49299,2410.6266,1,online
5641,49300,1105.4834,1,online
5642,49301,2410.6266,1,online
5643,49302,2410.6266,1,online
5644,49303,2410.6266,1,online
5645,49304,1105.4834,1,online
5646,49305,2410.6266,1,online
5647,49306,2410.6266,1,online
5648,49307,2264.2536,1,online
5649,49308,2288.9187,1,online
5650,49309,1105.4834,1,online
5651,49310,865.204,1,online
5652,49311,865.204,1,online
5653,49312,2699.9018,1,online
5654,49313,2264.2536,1,online
5655,49314,2264.2536,1,online
5656,49315,2264.2536,1,online
5657,49316,2410.6266,1,online
5658,49317,1105.4834,1,online
5659,49318,865.204,1,online
5660,49319,1105.4834,1,online
5661,49320,2410.6266,1,online
5662,49321,2288.9187,1,online
5663,49322,865.204,1,online
5664,49323,2264.2536,1,online
5665,49324,2288.9187,1,online
5666,49325,2288.9187,1,online
5667,49326,2264.2536,1,online
5668,49327,2699.9018,1,online
5669,49328,2410.6266,1,online
5670,49329,1105.4834,1,online
5671,49330,2288.9187,1,online
5672,49331,2264.2536,1,online
5673,49332,2288.9187,1,online
5674,49333,2288.9187,1,online
5675,49334,2264.2536,1,online
5676,49335,2410.6266,1,online
5677,49336,2410.6266,1,online
5678,49337,2264.2536,1,online
5679,49338,2699.9018,1,online
5680,49339,2699.9018,1,online
5681,49340,2410.6266,1,online
5682,49341,1105.4834,1,online
5683,49342,2288.9187,1,online
5684,49343,2288.9187,1,online
5685,49344,2288.9187,1,online
5686,49345,2264.2536,1,online
5687,49346,2264.2536,1,online
5688,49347,2699.9018,1,online
5689,49348,2699.9018,1,online
5690,49349,2264.2536,1,online
5691,49350,865.204,1,online
5692,49351,865.204,1,online
5693,49352,2410.6266,1,online
5694,49353,865.204,1,online
5695,49354,2410.6266,1,online
5696,49355,2264.2536,1,online
5697,49356,2699.9018,1,online
5698,49357,2410.6266,1,online
5699,49358,2288.9187,1,online
5700,49359,1105.4834,1,online
5701,49360,2264.2536,1,online
5702,49361,2410.6266,1,online
5703,49362,2264.2536,1,online
5704,49363,2264.2536,1,online
5705,49364,2410.6266,1,online
5706,49365,2699.9018,1,online
5707,49366,2410.6266,1,online
5708,49367,2264.2536,1,online
5709,49368,865.204,1,online
5710,49369,865.204,1,online
5711,49370,2410.6266,1,online
5712,49371,865.204,1,online
5713,49372,2699.9018,1,online
5714,49373,1105.4834,1,online
5715,49374,865.204,1,online
5716,49375,2288.9187,1,online
5717,49376,2288.9187,1,online
5718,49377,2410.6266,1,online
5719,49378,2264.2536,1,online
5720,49379,2264.2536,1,online
5721,49380,865.204,1,online
5722,49381,865.204,1,online
5723,49382,1105.4834,1,online
5724,49383,1105.4834,1,online
5725,49384,2288.9187,1,online
5726,49385,2410.6266,1,online
5727,49386,2410.6266,1,online
5728,49387,2699.9018,1,online
5729,49388,2288.9187,1,online
5730,49389,865.204,1,online
5731,49390,865.204,1,online
5732,49391,2410.6266,1,online
5733,49392,2264.2536,1,online
5734,49393,2410.6266,1,online
5735,49394,2410.6266,1,online
5736,49395,2699.9018,1,online
5737,49396,2699.9018,1,online
5738,49397,865.204,1,online
5739,49398,865.204,1,online
5740,49399,865.204,1,online
5741,49400,2410.6266,1,online
5742,49401,2699.9018,1,online
5743,49402,2288.9187,1,online
5744,49403,2264.2536,1,online
5745,49404,2410.6266,1,online
5746,49405,2264.2536,1,online
5747,49406,2288.9187,1,online
5748,49407,1105.4834,1,online
5749,49408,865.204,1,online
5750,49409,2264.2536,1,online
5751,49410,2699.9018,1,online
5752,49411,2699.9018,1,online
5753,49412,2410.6266,1,online
5754,49413,2699.9018,1,online
5755,49414,2699.9018,1,online
5756,49415,2699.9018,1,online
5757,49416,865.204,1,online
5758,49417,2264.2536,1,online
5759,49418,2288.9187,1,online
5760,49419,2699.9018,1,online
5761,49420,1105.4834,1,online
5762,49421,2410.6266,1,online
5763,49422,2699.9018,1,online
5764,49423,865.204,1,online
5765,49424,865.204,1,online
5766,49425,2699.9018,1,online
5767,49426,865.204,1,online
5768,49427,865.204,1,online
5769,49428,2699.9018,1,online
5770,49429,2264.2536,1,online
5771,49430,865.204,1,online
5772,49431,865.204,1,online
5773,49432,2410.6266,1,online
5774,49433,2410.6266,1,online
5775,49434,1105.4834,1,online
5776,49435,2410.6266,1,online
5777,49436,865.204,1,online
5778,49437,865.204,1,online
5779,49438,2288.9187,1,online
5780,49439,2288.9187,1,online
5781,49440,2264.2536,1,online
5782,49441,2264.2536,1,online
5783,49442,865.204,1,online
5784,49443,76.2853,1,offline
5785,49444,7333.3076,6,offline
5786,49445,3173.9282,3,offline
5787,49446,15340.6533,6,offline
5788,49447,120.2717,1,offline
5789,49448,1435.1443,2,offline
5790,49449,50.7737,1,offline
5791,49450,36854.3018,15,offline
5792,49451,2921.0624,3,offline
5793,49452,1473.8636,1,offline
5794,49453,1399.4512,1,offline
5795,49454,6972.6272,3,offline
5796,49455,528.988,1,offline
5797,49456,700.6543,3,offline
5798,49457,76.2966,1,offline
5799,49458,223.6817,1,offline
5800,49459,732.9386,1,offline
5801,49460,2464.5599,3,offline
5802,49461,203.0945,3,offline
5803,49462,732.9386,1,offline
5804,49463,2857.9658,2,offline
5805,49464,38544.2101,41,offline
5806,49465,46233.4899,31,offline
5807,49466,9715.9819,3,offline
5808,49467,43073.1966,15,offline
5809,49468,41071.0348,15,offline
5810,49469,752.6697,2,offline
5811,49470,613.7951,3,offline
5812,49471,2843.6532,2,offline
5813,49472,16694.6929,14,offline
5814,49473,15563.5382,28,offline
5815,49474,2783.8218,2,offline
5816,49475,76.2853,1,offline
5817,49476,19966.9228,11,offline
5818,49477,7934.8207,6,offline
5819,49478,2066.2437,2,offline
5820,49479,90736.4249,44,offline
5821,49480,51410.1775,25,offline
5822,49481,41495.6979,38,offline
5823,49482,5639.0301,5,offline
5824,49483,6907.6179,12,offline
5825,49484,23171.2514,38,offline
5826,49485,97224.9592,33,offline
5827,49486,4760.8924,5,offline
5828,49487,1536.6916,4,offline
5829,49488,35532.3404,23,offline
5830,49489,13064.6795,6,offline
5831,49490,49850.6903,41,offline
5832,49491,207.7582,1,offline
5833,49492,36653.6393,14,offline
5834,49493,4760.8924,4,offline
5835,49494,21398.1905,18,offline
5836,49495,27280.9721,18,offline
5837,49496,49267.5037,29,offline
5838,49497,11637.7369,6,offline
5839,49498,64243.0161,43,offline
5840,49499,36830.6141,15,offline
5841,49500,605.2734,2,offline
5842,49501,53243.9979,43,offline
5843,49502,46837.3357,25,offline
5844,49503,3806.8206,11,offline
5845,49504,22143.7092,15,offline
5846,49505,25.3868,1,offline
5847,49506,927.0576,3,offline
5848,49507,30370.4587,16,offline
5849,49508,1550.1489,2,offline
5850,49509,101069.7604,30,offline
5851,49510,53013.6422,29,offline
5852,49511,2644.9402,4,offline
5853,49512,21739.8473,17,offline
5854,49513,28969.4128,13,offline
5855,49514,25.3868,1,offline
5856,49515,33437.3046,24,offline
5857,49516,1483.9807,2,offline
5858,49517,3173.9282,3,offline
5859,49518,35245.73,40,offline
5860,49519,104.748,2,offline
5861,49520,2921.0624,4,offline
5862,49521,37425.9496,29,offline
5863,49522,1806.6519,3,offline
5864,49523,25447.5692,34,offline
5865,49524,4406.9804,5,offline
5866,49525,1586.9642,2,offline
5867,49526,2644.9402,3,offline
5868,49527,39318.2142,13,offline
5869,49528,900.4358,5,offline
5870,49529,471.5282,3,offline
5871,49530,1840.333,2,offline
5872,49531,4760.8924,4,offline
5873,49532,45386.3704,18,offline
5874,49533,29798.6159,36,offline
5875,49534,7934.8207,5,offline
5876,49535,228.534,1,offline
5877,49536,447.3633,1,offline
5878,49537,528.988,1,offline
5879,49538,26312.6236,33,offline
5880,49539,4269.7398,5,offline
5881,49540,19449.7361,24,offline
5882,49541,41265.4765,27,offline
5883,49542,2844.9019,2,offline
5884,49543,236.3547,1,offline
5885,49544,458.1082,2,offline
5886,49545,471.2173,3,offline
5887,49546,126.9341,2,offline
5888,49547,2798.9022,1,offline
5889,49548,7405.8326,6,offline
5890,49549,1105.4834,1,online
5891,49550,865.204,1,online
5892,49551,865.204,1,online
5893,49552,2264.2536,1,online
5894,49553,2288.9187,1,online
5895,49554,865.204,1,online
5896,49555,1105.4834,1,online
5897,49556,865.204,1,online
5898,49557,865.204,1,online
5899,49558,865.204,1,online
5900,49559,2699.9018,1,online
5901,49560,2410.6266,1,online
5902,49561,2264.2536,1,online
5903,49562,2288.9187,1,online
5904,49563,2288.9187,1,online
5905,49564,1105.4834,1,online
5906,49565,2288.9187,1,online
5907,49566,865.204,1,online
5908,49567,2288.9187,1,online
5909,49568,2410.6266,1,online
5910,49569,2410.6266,1,online
5911,49570,2264.2536,1,online
5912,49571,2264.2536,1,online
5913,49572,2288.9187,1,online
5914,49573,2410.6266,1,online
5915,49574,865.204,1,online
5916,49575,2699.9018,1,online
5917,49576,2410.6266,1,online
5918,49577,2410.6266,1,online
5919,49578,1105.4834,1,online
5920,49579,2264.2536,1,online
5921,49580,2264.2536,1,online
5922,49581,2699.9018,1,online
5923,49582,2410.6266,1,online
5924,49583,2410.6266,1,online
5925,49584,2699.9018,1,online
5926,49585,2264.2536,1,online
5927,49586,2288.9187,1,online
5928,49587,2288.9187,1,online
5929,49588,2288.9187,1,online
5930,49589,2264.2536,1,online
5931,49590,2264.2536,1,online
5932,49591,2288.9187,1,online
5933,49592,865.204,1,online
5934,49593,865.204,1,online
5935,49594,2410.6266,1,online
5936,49595,1105.4834,1,online
5937,49596,2410.6266,1,online
5938,49597,2699.9018,1,online
5939,49598,2410.6266,1,online
5940,49599,2699.9018,1,online
5941,49600,1105.4834,1,online
5942,49601,1105.4834,1,online
5943,49602,865.204,1,online
5944,49603,2699.9018,1,online
5945,49604,2699.9018,1,online
5946,49605,1105.4834,1,online
5947,49606,865.204,1,online
5948,49607,2288.9187,1,online
5949,49608,2288.9187,1,online
5950,49609,1105.4834,1,online
5951,49610,2264.2536,1,online
5952,49611,865.204,1,online
5953,49612,865.204,1,online
5954,49613,2410.6266,1,online
5955,49614,865.204,1,online
5956,49615,865.204,1,online
5957,49616,2288.9187,1,online
5958,49617,2264.2536,1,online
5959,49618,2288.9187,1,online
5960,49619,2264.2536,1,online
5961,49620,2288.9187,1,online
5962,49621,2288.9187,1,online
5963,49622,2288.9187,1,online
5964,49623,2288.9187,1,online
5965,49624,1105.4834,1,online
5966,49625,1105.4834,1,online
5967,49626,2410.6266,1,online
5968,49627,2264.2536,1,online
5969,49628,2264.2536,1,online
5970,49629,865.204,1,online
5971,49630,2410.6266,1,online
5972,49631,2288.9187,1,online
5973,49632,865.204,1,online
5974,49633,2410.6266,1,online
5975,49634,2264.2536,1,online
5976,49635,2288.9187,1,online
5977,49636,2699.9018,1,online
5978,49637,2410.6266,1,online
5979,49638,1105.4834,1,online
5980,49639,865.204,1,online
5981,49640,2264.2536,1,online
5982,49641,2264.2536,1,online
5983,49642,2288.9187,1,online
5984,49643,2410.6266,1,online
5985,49644,865.204,1,online
5986,49645,2699.9018,1,online
5987,49646,2410.6266,1,online
5988,49647,2699.9018,1,online
5989,49648,1105.4834,1,online
5990,49649,865.204,1,online
5991,49650,2264.2536,1,online
5992,49651,2288.9187,1,online
5993,49652,2264.2536,1,online
5994,49653,2288.9187,1,online
5995,49654,2264.2536,1,online
5996,49655,2288.9187,1,online
5997,49656,2264.2536,1,online
5998,49657,865.204,1,online
5999,49658,865.204,1,online
6000,49659,2288.9187,1,online
6001,49660,2410.6266,1,online
6002,49661,2699.9018,1,online
6003,49662,865.204,1,online
6004,49663,865.204,1,online
6005,49664,2699.9018,1,online
6006,49665,2264.2536,1,online
6007,49666,2264.2536,1,online
6008,49667,2288.9187,1,online
6009,49668,2264.2536,1,online
6010,49669,2288.9187,1,online
6011,49670,2410.6266,1,online
6012,49671,2410.6266,1,online
6013,49672,2410.6266,1,online
6014,49673,865.204,1,online
6015,49674,2699.9018,1,online
6016,49675,2264.2536,1,online
6017,49676,2288.9187,1,online
6018,49677,2264.2536,1,online
6019,49678,2264.2536,1,online
6020,49679,865.204,1,online
6021,49680,2699.9018,1,online
6022,49681,2410.6266,1,online
6023,49682,2288.9187,1,online
6024,49683,2288.9187,1,online
6025,49684,2699.9018,1,online
6026,49685,2410.6266,1,online
6027,49686,2410.6266,1,online
6028,49687,2410.6266,1,online
6029,49688,2264.2536,1,online
6030,49689,1105.4834,1,online
6031,49690,2410.6266,1,online
6032,49691,2410.6266,1,online
6033,49692,2410.6266,1,online
6034,49693,2699.9018,1,online
6035,49694,2699.9018,1,online
6036,49695,2264.2536,1,online
6037,49696,2288.9187,1,online
6038,49697,2264.2536,1,online
6039,49698,2288.9187,1,online
6040,49699,1105.4834,1,online
6041,49700,2410.6266,1,online
6042,49701,2699.9018,1,online
6043,49702,2410.6266,1,online
6044,49703,2410.6266,1,online
6045,49704,2410.6266,1,online
6046,49705,2699.9018,1,online
6047,49706,1105.4834,1,online
6048,49707,2410.6266,1,online
6049,49708,2288.9187,1,online
6050,49709,2288.9187,1,online
6051,49710,2264.2536,1,online
6052,49711,2264.2536,1,online
6053,49712,2264.2536,1,online
6054,49713,2288.9187,1,online
6055,49714,2410.6266,1,online
6056,49715,865.204,1,online
6057,49716,2410.6266,1,online
6058,49717,2699.9018,1,online
6059,49718,1105.4834,1,online
6060,49719,865.204,1,online
6061,49720,2264.2536,1,online
6062,49721,2288.9187,1,online
6063,49722,2288.9187,1,online
6064,49723,1105.4834,1,online
6065,49724,2288.9187,1,online
6066,49725,2699.9018,1,online
6067,49726,1105.4834,1,online
6068,49727,865.204,1,online
6069,49728,2699.9018,1,online
6070,49729,1105.4834,1,online
6071,49730,865.204,1,online
6072,49731,2264.2536,1,online
6073,49732,2288.9187,1,online
6074,49733,2264.2536,1,online
6075,49734,2264.2536,1,online
6076,49735,865.204,1,online
6077,49736,865.204,1,online
6078,49737,1105.4834,1,online
6079,49738,865.204,1,online
6080,49739,2410.6266,1,online
6081,49740,2288.9187,1,online
6082,49741,1105.4834,1,online
6083,49742,865.204,1,online
6084,49743,2699.9018,1,online
6085,49744,1105.4834,1,online
6086,49745,1105.4834,1,online
6087,49746,2264.2536,1,online
6088,49747,2288.9187,1,online
6089,49748,1105.4834,1,online
6090,49749,865.204,1,online
6091,49750,865.204,1,online
6092,49751,2699.9018,1,online
6093,49752,2264.2536,1,online
6094,49753,2264.2536,1,online
6095,49754,2264.2536,1,online
6096,49755,2264.2536,1,online
6097,49756,2410.6266,1,online
6098,49757,2410.6266,1,online
6099,49758,865.204,1,online
6100,49759,1105.4834,1,online
6101,49760,2264.2536,1,online
6102,49761,865.204,1,online
6103,49762,2699.9018,1,online
6104,49763,2288.9187,1,online
6105,49764,2288.9187,1,online
6106,49765,2288.9187,1,online
6107,49766,865.204,1,online
6108,49767,2288.9187,1,online
6109,49768,2264.2536,1,online
6110,49769,2288.9187,1,online
6111,49770,865.204,1,online
6112,49771,865.204,1,online
6113,49772,2410.6266,1,online
6114,49773,865.204,1,online
6115,49774,2264.2536,1,online
6116,49775,2288.9187,1,online
6117,49776,865.204,1,online
6118,49777,865.204,1,online
6119,49778,2699.9018,1,online
6120,49779,2699.9018,1,online
6121,49780,2410.6266,1,online
6122,49781,2264.2536,1,online
6123,49782,865.204,1,online
6124,49783,865.204,1,online
6125,49784,2264.2536,1,online
6126,49785,2264.2536,1,online
6127,49786,2264.2536,1,online
6128,49787,2699.9018,1,online
6129,49788,2699.9018,1,online
6130,49789,2410.6266,1,online
6131,49790,865.204,1,online
6132,49791,2699.9018,1,online
6133,49792,865.204,1,online
6134,49793,2288.9187,1,online
6135,49794,2288.9187,1,online
6136,49795,2288.9187,1,online
6137,49796,865.204,1,online
6138,49797,865.204,1,online
6139,49798,2410.6266,1,online
6140,49799,2410.6266,1,online
6141,49800,2410.6266,1,online
6142,49801,2410.6266,1,online
6143,49802,2699.9018,1,online
6144,49803,2699.9018,1,online
6145,49804,2410.6266,1,online
6146,49805,2264.2536,1,online
6147,49806,2264.2536,1,online
6148,49807,2288.9187,1,online
6149,49808,2288.9187,1,online
6150,49809,2699.9018,1,online
6151,49810,1105.4834,1,online
6152,49811,2410.6266,1,online
6153,49812,2699.9018,1,online
6154,49813,2410.6266,1,online
6155,49814,2288.9187,1,online
6156,49815,2264.2536,1,online
6157,49816,1105.4834,1,online
6158,49817,2288.9187,1,online
6159,49818,2410.6266,1,online
6160,49819,2699.9018,1,online
6161,49820,2410.6266,1,online
6162,49821,88059.1057,35,offline
6163,49822,36282.6588,36,offline
6164,49823,4759.4299,8,offline
6165,49824,50.1121,1,offline
6166,49825,37838.6417,25,offline
6167,49826,83298.3584,39,offline
6168,49827,44228.1046,48,offline
6169,49828,99507.5528,58,offline
6170,49829,1903.6275,4,offline
6171,49830,516.5278,3,offline
6172,49831,54010.8625,47,offline
6173,49832,40783.0899,24,offline
6174,49833,44663.0076,39,offline
6175,49834,4875.3573,8,offline
6176,49835,237.8435,2,offline
6177,49836,51314.2241,40,offline
6178,49837,100902.437,35,offline
6179,49838,6773.2996,8,offline
6180,49839,8904.02,12,offline
6181,49840,2400.7201,3,offline
6182,49841,49071.5565,46,offline
6183,49842,366.4694,1,offline
6184,49843,90675.5705,41,offline
6185,49844,84666.0149,34,offline
6186,49845,4760.8924,2,offline
6187,49846,281.8555,2,offline
6188,49847,315.0005,2,offline
6189,49848,66757.2973,27,offline
6190,49849,55388.0259,36,offline
6191,49850,6044.7771,9,offline
6192,49851,41906.4087,36,offline
6193,49852,7558.4032,6,offline
6194,49853,4533.9145,4,offline
6195,49854,755.2447,2,offline
6196,49855,40654.7297,46,offline
6197,49856,97091.1112,37,offline
6198,49857,50.1121,1,offline
6199,49858,528.988,1,offline
6200,49859,3250.2136,5,offline
6201,49860,42800.3045,24,offline
6202,49861,1496.5072,4,offline
6203,49862,5033.7347,7,offline
6204,49863,120.2717,1,offline
6205,49864,51698.8941,40,offline
6206,49865,47877.7887,49,offline
6207,49866,138.3392,2,offline
6208,49867,207.7582,1,offline
6209,49868,1703.6956,7,offline
6210,49869,43499.6005,35,offline
6211,49870,64070.2608,52,offline
6212,49871,5955.375,7,offline
6213,49872,675.8956,1,offline
6214,49873,1428.9829,2,offline
6215,49874,574.2275,2,offline
6216,49875,610.3671,1,offline
6217,49876,13271.8022,32,offline
6218,49877,41074.2798,22,offline
6219,49878,5143.1463,10,offline
6220,49879,88289.6649,49,offline
6221,49880,378.3826,3,offline
6222,49881,1473.8636,1,offline
6223,49882,64.242,1,offline
6224,49883,100.2242,1,offline
6225,49884,110266.9588,40,offline
6226,49885,4793.4384,10,offline
6227,49886,3301.4545,1,offline
6228,49887,3941.2621,7,offline
6229,49888,108780.5231,52,offline
6230,49889,8051.2699,8,offline
6231,49890,48088.1391,45,offline
6232,49891,48031.1479,54,offline
6233,49892,1090.097,2,offline
6234,49893,35799.5803,41,offline
6235,49894,45355.501,22,offline
6236,49895,2410.6266,1,online
6237,49896,2410.6266,1,online
6238,49897,2410.6266,1,online
6239,49898,2699.9018,1,online
6240,49899,2699.9018,1,online
6241,49900,2410.6266,1,online
6242,49901,865.204,1,online
6243,49902,2288.9187,1,online
6244,49903,865.204,1,online
6245,49904,865.204,1,online
6246,49905,1105.4834,1,online
6247,49906,2264.2536,1,online
6248,49907,2264.2536,1,online
6249,49908,2264.2536,1,online
6250,49909,2699.9018,1,online
6251,49910,2410.6266,1,online
6252,49911,2264.2536,1,online
6253,49912,2288.9187,1,online
6254,49913,2264.2536,1,online
6255,49914,2288.9187,1,online
6256,49915,2288.9187,1,online
6257,49916,2288.9187,1,online
6258,49917,2410.6266,1,online
6259,49918,1105.4834,1,online
6260,49919,2410.6266,1,online
6261,49920,1105.4834,1,online
6262,49921,2410.6266,1,online
6263,49922,2264.2536,1,online
6264,49923,865.204,1,online
6265,49924,2264.2536,1,online
6266,49925,2410.6266,1,online
6267,49926,2699.9018,1,online
6268,49927,1105.4834,1,online
6269,49928,865.204,1,online
6270,49929,2264.2536,1,online
6271,49930,2264.2536,1,online
6272,49931,865.204,1,online
6273,49932,1105.4834,1,online
6274,49933,2288.9187,1,online
6275,49934,2410.6266,1,online
6276,49935,865.204,1,online
6277,49936,2264.2536,1,online
6278,49937,2264.2536,1,online
6279,49938,1105.4834,1,online
6280,49939,2264.2536,1,online
6281,49940,2288.9187,1,online
6282,49941,2288.9187,1,online
6283,49942,1105.4834,1,online
6284,49943,1105.4834,1,online
6285,49944,2288.9187,1,online
6286,49945,1105.4834,1,online
6287,49946,2410.6266,1,online
6288,49947,1105.4834,1,online
6289,49948,2264.2536,1,online
6290,49949,1105.4834,1,online
6291,49950,2410.6266,1,online
6292,49951,2264.2536,1,online
6293,49952,865.204,1,online
6294,49953,2264.2536,1,online
6295,49954,2264.2536,1,online
6296,49955,2264.2536,1,online
6297,49956,1105.4834,1,online
6298,49957,1105.4834,1,online
6299,49958,2699.9018,1,online
6300,49959,2699.9018,1,online
6301,49960,2410.6266,1,online
6302,49961,865.204,1,online
6303,49962,2264.2536,1,online
6304,49963,2699.9018,1,online
6305,49964,2410.6266,1,online
6306,49965,865.204,1,online
6307,49966,2288.9187,1,online
6308,49967,2288.9187,1,online
6309,49968,2288.9187,1,online
6310,49969,865.204,1,online
6311,49970,865.204,1,online
6312,49971,2264.2536,1,online
6313,49972,2288.9187,1,online
6314,49973,2410.6266,1,online
6315,49974,2410.6266,1,online
6316,49975,2699.9018,1,online
6317,49976,2410.6266,1,online
6318,49977,2410.6266,1,online
6319,49978,2288.9187,1,online
6320,49979,2288.9187,1,online
6321,49980,2264.2536,1,online
6322,49981,2264.2536,1,online
6323,49982,1105.4834,1,online
6324,49983,2288.9187,1,online
6325,49984,1105.4834,1,online
6326,49985,2264.2536,1,online
6327,49986,2264.2536,1,online
6328,49987,2264.2536,1,online
6329,49988,2264.2536,1,online
6330,49989,2264.2536,1,online
6331,49990,2288.9187,1,online
6332,49991,2288.9187,1,online
6333,49992,2264.2536,1,online
6334,49993,2699.9018,1,online
6335,49994,2410.6266,1,online
6336,49995,865.204,1,online
6337,49996,2264.2536,1,online
6338,49997,2288.9187,1,online
6339,49998,2264.2536,1,online
6340,49999,1105.4834,1,online
6341,50000,2288.9187,1,online
6342,50001,2288.9187,1,online
6343,50002,2699.9018,1,online
6344,50003,865.204,1,online
6345,50004,2288.9187,1,online
6346,50005,2410.6266,1,online
6347,50006,865.204,1,online
6348,50007,2288.9187,1,online
6349,50008,2288.9187,1,online
6350,50009,1105.4834,1,online
6351,50010,2699.9018,1,online
6352,50011,2264.2536,1,online
6353,50012,2264.2536,1,online
6354,50013,2410.6266,1,online
6355,50014,2699.9018,1,online
6356,50015,1105.4834,1,online
6357,50016,865.204,1,online
6358,50017,865.204,1,online
6359,50018,865.204,1,online
6360,50019,2410.6266,1,online
6361,50020,2264.2536,1,online
6362,50021,2264.2536,1,online
6363,50022,2264.2536,1,online
6364,50023,865.204,1,online
6365,50024,865.204,1,online
6366,50025,1105.4834,1,online
6367,50026,2288.9187,1,online
6368,50027,2410.6266,1,online
6369,50028,2410.6266,1,online
6370,50029,2288.9187,1,online
6371,50030,2288.9187,1,online
6372,50031,865.204,1,online
6373,50032,2699.9018,1,online
6374,50033,2288.9187,1,online
6375,50034,2288.9187,1,online
6376,50035,2410.6266,1,online
6377,50036,2288.9187,1,online
6378,50037,2410.6266,1,online
6379,50038,2410.6266,1,online
6380,50039,2699.9018,1,online
6381,50040,2288.9187,1,online
6382,50041,865.204,1,online
6383,50042,865.204,1,online
6384,50043,1105.4834,1,online
6385,50044,2699.9018,1,online
6386,50045,865.204,1,online
6387,50046,2699.9018,1,online
6388,50047,2410.6266,1,online
6389,50048,1105.4834,1,online
6390,50049,2288.9187,1,online
6391,50050,2288.9187,1,online
6392,50051,2288.9187,1,online
6393,50052,2288.9187,1,online
6394,50053,2410.6266,1,online
6395,50054,2699.9018,1,online
6396,50055,1105.4834,1,online
6397,50056,865.204,1,online
6398,50057,865.204,1,online
6399,50058,1105.4834,1,online
6400,50059,1105.4834,1,online
6401,50060,2264.2536,1,online
6402,50061,2410.6266,1,online
6403,50062,2410.6266,1,online
6404,50063,2410.6266,1,online
6405,50064,2410.6266,1,online
6406,50065,2264.2536,1,online
6407,50066,2410.6266,1,online
6408,50067,865.204,1,online
6409,50068,865.204,1,online
6410,50069,2410.6266,1,online
6411,50070,2264.2536,1,online
6412,50071,2264.2536,1,online
6413,50072,2264.2536,1,online
6414,50073,865.204,1,online
6415,50074,2288.9187,1,online
6416,50075,2288.9187,1,online
6417,50076,2410.6266,1,online
6418,50077,2699.9018,1,online
6419,50078,2699.9018,1,online
6420,50079,2410.6266,1,online
6421,50080,2288.9187,1,online
6422,50081,865.204,1,online
6423,50082,865.204,1,online
6424,50083,865.204,1,online
6425,50084,2264.2536,1,online
6426,50085,2410.6266,1,online
6427,50086,2699.9018,1,online
6428,50087,2264.2536,1,online
