,SalesOrderID,OrderDate,ShipDate
7182,50841,2013-05-07,2013-05-14
7183,50842,2013-05-07,2013-05-14
7184,50843,2013-05-07,2013-05-14
7185,50844,2013-05-07,2013-05-14
7186,50845,2013-05-07,2013-05-14
7187,50846,2013-05-07,2013-05-14
7188,50847,2013-05-07,2013-05-14
7189,50848,2013-05-07,2013-05-14
7190,50849,2013-05-07,2013-05-14
7191,50850,2013-05-07,2013-05-14
7192,50851,2013-05-07,2013-05-14
7193,50852,2013-05-07,2013-05-14
7194,50853,2013-05-08,2013-05-15
7195,50854,2013-05-08,2013-05-15
7196,50855,2013-05-08,2013-05-15
7197,50856,2013-05-08,2013-05-15
7198,50857,2013-05-08,2013-05-15
7199,50858,2013-05-08,2013-05-15
7200,50859,2013-05-08,2013-05-15
7201,50860,2013-05-09,2013-05-16
7202,50861,2013-05-09,2013-05-16
7203,50862,2013-05-09,2013-05-16
7204,50863,2013-05-09,2013-05-16
7205,50864,2013-05-09,2013-05-16
7206,50865,2013-05-09,2013-05-16
7207,50866,2013-05-09,2013-05-16
7208,50867,2013-05-09,2013-05-16
7209,50868,2013-05-09,2013-05-16
7210,50869,2013-05-09,2013-05-16
7211,50870,2013-05-09,2013-05-16
7212,50871,2013-05-09,2013-05-16
7213,50872,2013-05-09,2013-05-16
7214,50873,2013-05-09,2013-05-16
7215,50874,2013-05-10,2013-05-17
7216,50875,2013-05-10,2013-05-17
7217,50876,2013-05-10,2013-05-17
7218,50877,2013-05-10,2013-05-17
7219,50878,2013-05-10,2013-05-17
7220,50879,2013-05-10,2013-05-17
7221,50880,2013-05-10,2013-05-17
7222,50881,2013-05-10,2013-05-17
7223,50882,2013-05-10,2013-05-17
7224,50883,2013-05-10,2013-05-17
7225,50884,2013-05-11,2013-05-18
7226,50885,2013-05-11,2013-05-18
7227,50886,2013-05-11,2013-05-18
7228,50887,2013-05-11,2013-05-18
7229,50888,2013-05-11,2013-05-18
7230,50889,2013-05-11,2013-05-18
7231,50890,2013-05-11,2013-05-18
7232,50891,2013-05-11,2013-05-18
7233,50892,2013-05-11,2013-05-18
7234,50893,2013-05-11,2013-05-18
7235,50894,2013-05-11,2013-05-18
7236,50895,2013-05-12,2013-05-19
7237,50896,2013-05-12,2013-05-19
7238,50897,2013-05-12,2013-05-19
7239,50898,2013-05-12,2013-05-19
7240,50899,2013-05-12,2013-05-19
7241,50900,2013-05-12,2013-05-19
7242,50901,2013-05-12,2013-05-19
7243,50902,2013-05-12,2013-05-19
7244,50903,2013-05-12,2013-05-19
7245,50904,2013-05-12,2013-05-19
7246,50905,2013-05-13,2013-05-20
7247,50906,2013-05-13,2013-05-20
7248,50907,2013-05-13,2013-05-20
7249,50908,2013-05-13,2013-05-20
7250,50909,2013-05-13,2013-05-20
7251,50910,2013-05-13,2013-05-20
7252,50911,2013-05-13,2013-05-20
7253,50912,2013-05-13,2013-05-20
7254,50913,2013-05-13,2013-05-20
7255,50914,2013-05-13,2013-05-20
7256,50915,2013-05-13,2013-05-20
7257,50916,2013-05-14,2013-05-21
7258,50917,2013-05-14,2013-05-21
7259,50918,2013-05-14,2013-05-21
7260,50919,2013-05-14,2013-05-21
7261,50920,2013-05-14,2013-05-21
7262,50921,2013-05-14,2013-05-21
7263,50922,2013-05-14,2013-05-21
7264,50923,2013-05-14,2013-05-21
7265,50924,2013-05-14,2013-05-21
7266,50925,2013-05-14,2013-05-21
7267,50926,2013-05-14,2013-05-21
7268,50927,2013-05-14,2013-05-21
7269,50928,2013-05-14,2013-05-21
7270,50929,2013-05-14,2013-05-21
7271,50930,2013-05-15,2013-05-22
7272,50931,2013-05-15,2013-05-22
7273,50932,2013-05-15,2013-05-22
7274,50933,2013-05-15,2013-05-22
7275,50934,2013-05-15,2013-05-22
7276,50935,2013-05-15,2013-05-22
7277,50936,2013-05-15,2013-05-22
7278,50937,2013-05-16,2013-05-23
7279,50938,2013-05-16,2013-05-23
7280,50939,2013-05-16,2013-05-23
7281,50940,2013-05-16,2013-05-23
7282,50941,2013-05-16,2013-05-23
7283,50942,2013-05-16,2013-05-23
7284,50943,2013-05-16,2013-05-23
7285,50944,2013-05-16,2013-05-23
7286,50945,2013-05-16,2013-05-23
7287,50946,2013-05-16,2013-05-23
7288,50947,2013-05-17,2013-05-24
7289,50948,2013-05-17,2013-05-24
7290,50949,2013-05-17,2013-05-24
7291,50950,2013-05-17,2013-05-24
7292,50951,2013-05-17,2013-05-24
7293,50952,2013-05-17,2013-05-24
7294,50953,2013-05-17,2013-05-24
7295,50954,2013-05-17,2013-05-24
7296,50955,2013-05-18,2013-05-25
7297,50956,2013-05-18,2013-05-25
7298,50957,2013-05-18,2013-05-25
7299,50958,2013-05-18,2013-05-25
7300,50959,2013-05-18,2013-05-25
7301,50960,2013-05-18,2013-05-25
7302,50961,2013-05-18,2013-05-25
7303,50962,2013-05-18,2013-05-25
7304,50963,2013-05-18,2013-05-25
7305,50964,2013-05-18,2013-05-25
7306,50965,2013-05-18,2013-05-25
7307,50966,2013-05-18,2013-05-25
7308,50967,2013-05-18,2013-05-25
7309,50968,2013-05-18,2013-05-25
7310,50969,2013-05-19,2013-05-26
7311,50970,2013-05-19,2013-05-26
7312,50971,2013-05-19,2013-05-26
7313,50972,2013-05-19,2013-05-26
7314,50973,2013-05-19,2013-05-26
7315,50974,2013-05-19,2013-05-26
7316,50975,2013-05-19,2013-05-26
7317,50976,2013-05-19,2013-05-26
7318,50977,2013-05-19,2013-05-26
7319,50978,2013-05-19,2013-05-26
7320,50979,2013-05-20,2013-05-27
7321,50980,2013-05-20,2013-05-27
7322,50981,2013-05-20,2013-05-27
7323,50982,2013-05-20,2013-05-27
7324,50983,2013-05-20,2013-05-27
7325,50984,2013-05-20,2013-05-27
7326,50985,2013-05-20,2013-05-27
7327,50986,2013-05-20,2013-05-27
7328,50987,2013-05-20,2013-05-27
7329,50988,2013-05-20,2013-05-27
7330,50989,2013-05-20,2013-05-27
7331,50990,2013-05-20,2013-05-27
7332,50991,2013-05-20,2013-05-27
7333,50992,2013-05-20,2013-05-27
7334,50993,2013-05-20,2013-05-27
7335,50994,2013-05-20,2013-05-27
7336,50995,2013-05-21,2013-05-28
7337,50996,2013-05-21,2013-05-28
7338,50997,2013-05-21,2013-05-28
7339,50998,2013-05-21,2013-05-28
7340,50999,2013-05-21,2013-05-28
7341,51000,2013-05-21,2013-05-28
7342,51001,2013-05-22,2013-05-29
7343,51002,2013-05-22,2013-05-29
7344,51003,2013-05-22,2013-05-29
7345,51004,2013-05-22,2013-05-29
7346,51005,2013-05-22,2013-05-29
7347,51006,2013-05-22,2013-05-29
7348,51007,2013-05-22,2013-05-29
7349,51008,2013-05-22,2013-05-29
7350,51009,2013-05-22,2013-05-29
7351,51010,2013-05-23,2013-05-30
7352,51011,2013-05-23,2013-05-30
7353,51012,2013-05-23,2013-05-30
7354,51013,2013-05-23,2013-05-30
7355,51014,2013-05-23,2013-05-30
7356,51015,2013-05-23,2013-05-30
7357,51016,2013-05-23,2013-05-30
7358,51017,2013-05-23,2013-05-30
7359,51018,2013-05-23,2013-05-30
7360,51019,2013-05-23,2013-05-30
7361,51020,2013-05-23,2013-05-30
7362,51021,2013-05-24,2013-05-31
7363,51022,2013-05-24,2013-05-31
7364,51023,2013-05-24,2013-05-31
7365,51024,2013-05-24,2013-05-31
7366,51025,2013-05-24,2013-05-31
7367,51026,2013-05-24,2013-05-31
7368,51027,2013-05-24,2013-05-31
7369,51028,2013-05-24,2013-05-31
7370,51029,2013-05-24,2013-05-31
7371,51030,2013-05-25,2013-06-01
7372,51031,2013-05-25,2013-06-01
7373,51032,2013-05-25,2013-06-01
7374,51033,2013-05-25,2013-06-01
7375,51034,2013-05-25,2013-06-01
7376,51035,2013-05-25,2013-06-01
7377,51036,2013-05-25,2013-06-01
7378,51037,2013-05-25,2013-06-01
7379,51038,2013-05-26,2013-06-02
7380,51039,2013-05-26,2013-06-02
7381,51040,2013-05-26,2013-06-02
7382,51041,2013-05-26,2013-06-02
7383,51042,2013-05-26,2013-06-02
7384,51043,2013-05-26,2013-06-02
7385,51044,2013-05-26,2013-06-02
7386,51045,2013-05-26,2013-06-02
7387,51046,2013-05-26,2013-06-02
7388,51047,2013-05-26,2013-06-02
7389,51048,2013-05-26,2013-06-02
7390,51049,2013-05-26,2013-06-02
7391,51050,2013-05-26,2013-06-02
7392,51051,2013-05-27,2013-06-03
7393,51052,2013-05-27,2013-06-03
7394,51053,2013-05-27,2013-06-03
7395,51054,2013-05-27,2013-06-03
7396,51055,2013-05-27,2013-06-03
7397,51056,2013-05-27,2013-06-03
7398,51057,2013-05-27,2013-06-03
7399,51058,2013-05-27,2013-06-03
7400,51059,2013-05-27,2013-06-03
7401,51060,2013-05-27,2013-06-03
7402,51061,2013-05-27,2013-06-03
7403,51062,2013-05-27,2013-06-03
7404,51063,2013-05-27,2013-06-03
7405,51064,2013-05-28,2013-06-04
7406,51065,2013-05-28,2013-06-04
7407,51066,2013-05-28,2013-06-04
7408,51067,2013-05-28,2013-06-04
7409,51068,2013-05-28,2013-06-04
7410,51069,2013-05-28,2013-06-04
7411,51070,2013-05-28,2013-06-04
7412,51071,2013-05-29,2013-06-05
7413,51072,2013-05-29,2013-06-05
7414,51073,2013-05-29,2013-06-05
7415,51074,2013-05-29,2013-06-05
7416,51075,2013-05-29,2013-06-05
7417,51076,2013-05-29,2013-06-05
7418,51077,2013-05-29,2013-06-05
7419,51078,2013-05-29,2013-06-05
7420,51079,2013-05-29,2013-06-05
7421,51080,2013-05-29,2013-06-05
7422,51081,2013-05-30,2013-06-06
7423,51082,2013-05-30,2013-06-06
7424,51083,2013-05-30,2013-06-06
7425,51084,2013-05-30,2013-06-06
7426,51085,2013-05-30,2013-06-06
7427,51086,2013-05-30,2013-06-06
7428,51087,2013-05-30,2013-06-06
7429,51088,2013-05-30,2013-06-06
7430,51089,2013-05-30,2013-06-06
7431,51090,2013-05-30,2013-06-06
7432,51091,2013-05-30,2013-06-06
7433,51092,2013-05-30,2013-06-06
7434,51093,2013-05-30,2013-06-06
7435,51094,2013-05-30,2013-06-06
7436,51095,2013-05-30,2013-06-06
7437,51096,2013-05-30,2013-06-06
7438,51097,2013-05-30,2013-06-06
7439,51098,2013-05-30,2013-06-06
7440,51099,2013-05-30,2013-06-06
7441,51100,2013-05-30,2013-06-06
7442,51101,2013-05-30,2013-06-06
7443,51102,2013-05-30,2013-06-06
7444,51103,2013-05-30,2013-06-06
7445,51104,2013-05-30,2013-06-06
7446,51105,2013-05-30,2013-06-06
7447,51106,2013-05-30,2013-06-06
7448,51107,2013-05-30,2013-06-06
7449,51108,2013-05-30,2013-06-06
7450,51109,2013-05-30,2013-06-06
7451,51110,2013-05-30,2013-06-06
7452,51111,2013-05-30,2013-06-06
7453,51112,2013-05-30,2013-06-06
7454,51113,2013-05-30,2013-06-06
7455,51114,2013-05-30,2013-06-06
7456,51115,2013-05-30,2013-06-06
7457,51116,2013-05-30,2013-06-06
7458,51117,2013-05-30,2013-06-06
7459,51118,2013-05-30,2013-06-06
7460,51119,2013-05-30,2013-06-06
7461,51120,2013-05-30,2013-06-06
7462,51121,2013-05-30,2013-06-06
7463,51122,2013-05-30,2013-06-06
7464,51123,2013-05-30,2013-06-06
7465,51124,2013-05-30,2013-06-06
7466,51125,2013-05-30,2013-06-06
7467,51126,2013-05-30,2013-06-06
7468,51127,2013-05-30,2013-06-06
7469,51128,2013-05-30,2013-06-06
7470,51129,2013-05-30,2013-06-06
7471,51130,2013-05-30,2013-06-06
7472,51131,2013-05-30,2013-06-06
7473,51132,2013-05-30,2013-06-06
7474,51133,2013-05-30,2013-06-06
7475,51134,2013-05-30,2013-06-06
7476,51135,2013-05-30,2013-06-06
7477,51136,2013-05-30,2013-06-06
7478,51137,2013-05-30,2013-06-06
7479,51138,2013-05-30,2013-06-06
7480,51139,2013-05-30,2013-06-06
7481,51140,2013-05-30,2013-06-06
7482,51141,2013-05-30,2013-06-06
7483,51142,2013-05-30,2013-06-06
7484,51143,2013-05-30,2013-06-06
7485,51144,2013-05-30,2013-06-06
7486,51145,2013-05-30,2013-06-06
7487,51146,2013-05-30,2013-06-06
7488,51147,2013-05-30,2013-06-06
7489,51148,2013-05-30,2013-06-06
7490,51149,2013-05-30,2013-06-06
7491,51150,2013-05-30,2013-06-06
7492,51151,2013-05-30,2013-06-06
7493,51152,2013-05-30,2013-06-06
7494,51153,2013-05-30,2013-06-06
7495,51154,2013-05-30,2013-06-06
7496,51155,2013-05-30,2013-06-06
7497,51156,2013-05-30,2013-06-06
7498,51157,2013-05-30,2013-06-06
7499,51158,2013-05-30,2013-06-06
7500,51159,2013-05-30,2013-06-06
7501,51160,2013-05-30,2013-06-06
7502,51161,2013-05-30,2013-06-06
7503,51162,2013-05-30,2013-06-06
7504,51163,2013-05-30,2013-06-06
7505,51164,2013-05-30,2013-06-06
7506,51165,2013-05-30,2013-06-06
7507,51166,2013-05-30,2013-06-06
7508,51167,2013-05-30,2013-06-06
7509,51168,2013-05-30,2013-06-06
7510,51169,2013-05-30,2013-06-06
7511,51170,2013-05-30,2013-06-06
7512,51171,2013-05-30,2013-06-06
7513,51172,2013-05-30,2013-06-06
7514,51173,2013-05-30,2013-06-06
7515,51174,2013-05-30,2013-06-06
7516,51175,2013-05-30,2013-06-06
7517,51176,2013-05-30,2013-06-06
7518,51177,2013-05-30,2013-06-06
7519,51178,2013-05-30,2013-06-06
7520,51179,2013-05-30,2013-06-06
7521,51180,2013-05-30,2013-06-06
7522,51181,2013-05-30,2013-06-06
7523,51182,2013-05-30,2013-06-06
7524,51183,2013-05-30,2013-06-06
7525,51184,2013-05-30,2013-06-06
7526,51185,2013-05-30,2013-06-06
7527,51186,2013-05-30,2013-06-06
7528,51187,2013-05-30,2013-06-06
7529,51188,2013-05-30,2013-06-06
7530,51189,2013-05-31,2013-06-07
7531,51190,2013-05-31,2013-06-07
7532,51191,2013-05-31,2013-06-07
7533,51192,2013-05-31,2013-06-07
7534,51193,2013-05-31,2013-06-07
7535,51194,2013-05-31,2013-06-07
7536,51195,2013-05-31,2013-06-07
7537,51196,2013-05-31,2013-06-07
7538,51197,2013-05-31,2013-06-07
7539,51198,2013-05-31,2013-06-07
7540,51199,2013-05-31,2013-06-07
7541,51200,2013-05-31,2013-06-07
7542,51201,2013-05-31,2013-06-07
7543,51202,2013-05-31,2013-06-07
7544,51203,2013-06-01,2013-06-08
7545,51204,2013-06-01,2013-06-08
7546,51205,2013-06-01,2013-06-08
7547,51206,2013-06-01,2013-06-08
7548,51207,2013-06-01,2013-06-08
7549,51208,2013-06-01,2013-06-08
7550,51209,2013-06-01,2013-06-08
7551,51210,2013-06-01,2013-06-08
7552,51211,2013-06-01,2013-06-08
7553,51212,2013-06-01,2013-06-08
7554,51213,2013-06-01,2013-06-08
7555,51214,2013-06-01,2013-06-08
7556,51215,2013-06-01,2013-06-08
7557,51216,2013-06-01,2013-06-08
7558,51217,2013-06-01,2013-06-08
7559,51218,2013-06-01,2013-06-08
7560,51219,2013-06-01,2013-06-08
7561,51220,2013-06-01,2013-06-08
7562,51221,2013-06-01,2013-06-08
7563,51222,2013-06-01,2013-06-08
7564,51223,2013-06-01,2013-06-08
7565,51224,2013-06-02,2013-06-09
7566,51225,2013-06-02,2013-06-09
7567,51226,2013-06-02,2013-06-09
7568,51227,2013-06-02,2013-06-09
7569,51228,2013-06-02,2013-06-09
7570,51229,2013-06-02,2013-06-09
7571,51230,2013-06-02,2013-06-09
7572,51231,2013-06-02,2013-06-09
7573,51232,2013-06-02,2013-06-09
7574,51233,2013-06-02,2013-06-09
7575,51234,2013-06-02,2013-06-09
7576,51235,2013-06-02,2013-06-09
7577,51236,2013-06-02,2013-06-09
7578,51237,2013-06-02,2013-06-09
7579,51238,2013-06-02,2013-06-09
7580,51239,2013-06-02,2013-06-09
7581,51240,2013-06-02,2013-06-09
7582,51241,2013-06-02,2013-06-09
7583,51242,2013-06-02,2013-06-09
7584,51243,2013-06-02,2013-06-09
7585,51244,2013-06-02,2013-06-09
7586,51245,2013-06-02,2013-06-09
7587,51246,2013-06-02,2013-06-09
7588,51247,2013-06-03,2013-06-10
7589,51248,2013-06-03,2013-06-10
7590,51249,2013-06-03,2013-06-10
7591,51250,2013-06-03,2013-06-10
7592,51251,2013-06-03,2013-06-10
7593,51252,2013-06-03,2013-06-10
7594,51253,2013-06-03,2013-06-10
7595,51254,2013-06-03,2013-06-10
7596,51255,2013-06-03,2013-06-10
7597,51256,2013-06-03,2013-06-10
7598,51257,2013-06-03,2013-06-10
7599,51258,2013-06-03,2013-06-10
7600,51259,2013-06-03,2013-06-10
7601,51260,2013-06-03,2013-06-10
7602,51261,2013-06-03,2013-06-10
7603,51262,2013-06-04,2013-06-11
7604,51263,2013-06-04,2013-06-11
7605,51264,2013-06-04,2013-06-11
7606,51265,2013-06-04,2013-06-11
7607,51266,2013-06-04,2013-06-11
7608,51267,2013-06-04,2013-06-11
7609,51268,2013-06-05,2013-06-12
7610,51269,2013-06-05,2013-06-12
7611,51270,2013-06-05,2013-06-12
7612,51271,2013-06-05,2013-06-12
7613,51272,2013-06-05,2013-06-12
7614,51273,2013-06-05,2013-06-12
7615,51274,2013-06-05,2013-06-12
7616,51275,2013-06-05,2013-06-12
7617,51276,2013-06-05,2013-06-12
7618,51277,2013-06-05,2013-06-12
7619,51278,2013-06-05,2013-06-12
7620,51279,2013-06-05,2013-06-12
7621,51280,2013-06-05,2013-06-12
7622,51281,2013-06-05,2013-06-12
7623,51282,2013-06-05,2013-06-12
7624,51283,2013-06-05,2013-06-12
7625,51284,2013-06-05,2013-06-12
7626,51285,2013-06-06,2013-06-13
7627,51286,2013-06-06,2013-06-13
7628,51287,2013-06-06,2013-06-13
7629,51288,2013-06-06,2013-06-13
7630,51289,2013-06-06,2013-06-13
7631,51290,2013-06-06,2013-06-13
7632,51291,2013-06-06,2013-06-13
7633,51292,2013-06-06,2013-06-13
7634,51293,2013-06-06,2013-06-13
7635,51294,2013-06-06,2013-06-13
7636,51295,2013-06-06,2013-06-13
7637,51296,2013-06-06,2013-06-13
7638,51297,2013-06-06,2013-06-13
7639,51298,2013-06-06,2013-06-13
7640,51299,2013-06-06,2013-06-13
7641,51300,2013-06-07,2013-06-14
7642,51301,2013-06-07,2013-06-14
7643,51302,2013-06-07,2013-06-14
7644,51303,2013-06-07,2013-06-14
7645,51304,2013-06-07,2013-06-14
7646,51305,2013-06-07,2013-06-14
7647,51306,2013-06-07,2013-06-14
7648,51307,2013-06-07,2013-06-14
7649,51308,2013-06-07,2013-06-14
7650,51309,2013-06-07,2013-06-14
7651,51310,2013-06-07,2013-06-14
7652,51311,2013-06-07,2013-06-14
7653,51312,2013-06-07,2013-06-14
7654,51313,2013-06-07,2013-06-14
7655,51314,2013-06-07,2013-06-14
7656,51315,2013-06-07,2013-06-14
7657,51316,2013-06-07,2013-06-14
7658,51317,2013-06-07,2013-06-14
7659,51318,2013-06-07,2013-06-14
7660,51319,2013-06-07,2013-06-14
7661,51320,2013-06-07,2013-06-14
7662,51321,2013-06-08,2013-06-15
7663,51322,2013-06-08,2013-06-15
7664,51323,2013-06-08,2013-06-15
7665,51324,2013-06-08,2013-06-15
7666,51325,2013-06-08,2013-06-15
7667,51326,2013-06-08,2013-06-15
7668,51327,2013-06-08,2013-06-15
7669,51328,2013-06-08,2013-06-15
7670,51329,2013-06-08,2013-06-15
7671,51330,2013-06-08,2013-06-15
7672,51331,2013-06-08,2013-06-15
7673,51332,2013-06-08,2013-06-15
7674,51333,2013-06-08,2013-06-15
7675,51334,2013-06-08,2013-06-15
7676,51335,2013-06-08,2013-06-15
7677,51336,2013-06-09,2013-06-16
7678,51337,2013-06-09,2013-06-16
7679,51338,2013-06-09,2013-06-16
7680,51339,2013-06-09,2013-06-16
7681,51340,2013-06-09,2013-06-16
7682,51341,2013-06-09,2013-06-16
7683,51342,2013-06-09,2013-06-16
7684,51343,2013-06-09,2013-06-16
7685,51344,2013-06-09,2013-06-16
7686,51345,2013-06-09,2013-06-16
7687,51346,2013-06-09,2013-06-16
7688,51347,2013-06-09,2013-06-16
7689,51348,2013-06-09,2013-06-16
7690,51349,2013-06-09,2013-06-16
7691,51350,2013-06-09,2013-06-16
7692,51351,2013-06-09,2013-06-16
7693,51352,2013-06-09,2013-06-16
7694,51353,2013-06-09,2013-06-16
7695,51354,2013-06-09,2013-06-16
7696,51355,2013-06-09,2013-06-16
7697,51356,2013-06-09,2013-06-16
7698,51357,2013-06-09,2013-06-16
7699,51358,2013-06-09,2013-06-16
7700,51359,2013-06-10,2013-06-17
7701,51360,2013-06-10,2013-06-17
7702,51361,2013-06-10,2013-06-17
7703,51362,2013-06-10,2013-06-17
7704,51363,2013-06-10,2013-06-17
7705,51364,2013-06-10,2013-06-17
7706,51365,2013-06-10,2013-06-17
7707,51366,2013-06-10,2013-06-17
7708,51367,2013-06-10,2013-06-17
7709,51368,2013-06-10,2013-06-17
7710,51369,2013-06-10,2013-06-17
7711,51370,2013-06-10,2013-06-17
7712,51371,2013-06-10,2013-06-17
7713,51372,2013-06-10,2013-06-17
7714,51373,2013-06-10,2013-06-17
7715,51374,2013-06-11,2013-06-18
7716,51375,2013-06-11,2013-06-18
7717,51376,2013-06-11,2013-06-18
7718,51377,2013-06-11,2013-06-18
7719,51378,2013-06-11,2013-06-18
7720,51379,2013-06-11,2013-06-18
7721,51380,2013-06-11,2013-06-18
7722,51381,2013-06-11,2013-06-18
7723,51382,2013-06-11,2013-06-18
7724,51383,2013-06-11,2013-06-18
7725,51384,2013-06-11,2013-06-18
7726,51385,2013-06-11,2013-06-18
7727,51386,2013-06-11,2013-06-18
7728,51387,2013-06-11,2013-06-18
7729,51388,2013-06-11,2013-06-18
7730,51389,2013-06-11,2013-06-18
7731,51390,2013-06-11,2013-06-18
7732,51391,2013-06-12,2013-06-19
7733,51392,2013-06-12,2013-06-19
7734,51393,2013-06-12,2013-06-19
7735,51394,2013-06-12,2013-06-19
7736,51395,2013-06-12,2013-06-19
7737,51396,2013-06-12,2013-06-19
7738,51397,2013-06-12,2013-06-19
7739,51398,2013-06-12,2013-06-19
7740,51399,2013-06-12,2013-06-19
7741,51400,2013-06-12,2013-06-19
7742,51401,2013-06-12,2013-06-19
7743,51402,2013-06-12,2013-06-19
7744,51403,2013-06-12,2013-06-19
7745,51404,2013-06-12,2013-06-19
7746,51405,2013-06-12,2013-06-19
7747,51406,2013-06-12,2013-06-19
7748,51407,2013-06-13,2013-06-20
7749,51408,2013-06-13,2013-06-20
7750,51409,2013-06-13,2013-06-20
7751,51410,2013-06-13,2013-06-20
7752,51411,2013-06-13,2013-06-20
7753,51412,2013-06-13,2013-06-20
7754,51413,2013-06-13,2013-06-20
7755,51414,2013-06-13,2013-06-20
7756,51415,2013-06-13,2013-06-20
7757,51416,2013-06-13,2013-06-20
7758,51417,2013-06-13,2013-06-20
7759,51418,2013-06-13,2013-06-20
7760,51419,2013-06-13,2013-06-20
7761,51420,2013-06-13,2013-06-20
7762,51421,2013-06-13,2013-06-20
7763,51422,2013-06-13,2013-06-20
7764,51423,2013-06-13,2013-06-20
7765,51424,2013-06-13,2013-06-20
7766,51425,2013-06-13,2013-06-20
7767,51426,2013-06-14,2013-06-21
7768,51427,2013-06-14,2013-06-21
7769,51428,2013-06-14,2013-06-21
7770,51429,2013-06-14,2013-06-21
7771,51430,2013-06-14,2013-06-21
7772,51431,2013-06-14,2013-06-21
7773,51432,2013-06-14,2013-06-21
7774,51433,2013-06-14,2013-06-21
7775,51434,2013-06-14,2013-06-21
7776,51435,2013-06-14,2013-06-21
7777,51436,2013-06-14,2013-06-21
7778,51437,2013-06-14,2013-06-21
7779,51438,2013-06-14,2013-06-21
7780,51439,2013-06-14,2013-06-21
7781,51440,2013-06-15,2013-06-22
7782,51441,2013-06-15,2013-06-22
7783,51442,2013-06-15,2013-06-22
7784,51443,2013-06-15,2013-06-22
7785,51444,2013-06-15,2013-06-22
7786,51445,2013-06-15,2013-06-22
7787,51446,2013-06-15,2013-06-22
7788,51447,2013-06-15,2013-06-22
7789,51448,2013-06-15,2013-06-22
7790,51449,2013-06-15,2013-06-22
7791,51450,2013-06-15,2013-06-22
7792,51451,2013-06-15,2013-06-22
7793,51452,2013-06-15,2013-06-22
7794,51453,2013-06-15,2013-06-22
7795,51454,2013-06-15,2013-06-22
7796,51455,2013-06-15,2013-06-22
7797,51456,2013-06-16,2013-06-23
7798,51457,2013-06-16,2013-06-23
7799,51458,2013-06-16,2013-06-23
7800,51459,2013-06-16,2013-06-23
7801,51460,2013-06-16,2013-06-23
7802,51461,2013-06-16,2013-06-23
7803,51462,2013-06-16,2013-06-23
7804,51463,2013-06-16,2013-06-23
7805,51464,2013-06-16,2013-06-23
7806,51465,2013-06-17,2013-06-24
7807,51466,2013-06-17,2013-06-24
7808,51467,2013-06-17,2013-06-24
7809,51468,2013-06-17,2013-06-24
7810,51469,2013-06-17,2013-06-24
7811,51470,2013-06-17,2013-06-24
7812,51471,2013-06-17,2013-06-24
7813,51472,2013-06-17,2013-06-24
7814,51473,2013-06-17,2013-06-24
7815,51474,2013-06-17,2013-06-24
7816,51475,2013-06-17,2013-06-24
7817,51476,2013-06-17,2013-06-24
7818,51477,2013-06-17,2013-06-24
7819,51478,2013-06-18,2013-06-25
7820,51479,2013-06-18,2013-06-25
7821,51480,2013-06-18,2013-06-25
7822,51481,2013-06-18,2013-06-25
7823,51482,2013-06-18,2013-06-25
7824,51483,2013-06-18,2013-06-25
7825,51484,2013-06-18,2013-06-25
7826,51485,2013-06-18,2013-06-25
7827,51486,2013-06-18,2013-06-25
7828,51487,2013-06-18,2013-06-25
7829,51488,2013-06-18,2013-06-25
7830,51489,2013-06-18,2013-06-25
7831,51490,2013-06-18,2013-06-25
7832,51491,2013-06-18,2013-06-25
7833,51492,2013-06-18,2013-06-25
7834,51493,2013-06-18,2013-06-25
7835,51494,2013-06-18,2013-06-25
7836,51495,2013-06-18,2013-06-25
7837,51496,2013-06-18,2013-06-25
7838,51497,2013-06-18,2013-06-25
7839,51498,2013-06-18,2013-06-25
7840,51499,2013-06-18,2013-06-25
7841,51500,2013-06-18,2013-06-25
7842,51501,2013-06-18,2013-06-25
7843,51502,2013-06-19,2013-06-26
7844,51503,2013-06-19,2013-06-26
7845,51504,2013-06-19,2013-06-26
7846,51505,2013-06-19,2013-06-26
7847,51506,2013-06-19,2013-06-26
7848,51507,2013-06-19,2013-06-26
7849,51508,2013-06-19,2013-06-26
7850,51509,2013-06-19,2013-06-26
7851,51510,2013-06-19,2013-06-26
7852,51511,2013-06-20,2013-06-27
7853,51512,2013-06-20,2013-06-27
7854,51513,2013-06-20,2013-06-27
7855,51514,2013-06-20,2013-06-27
7856,51515,2013-06-20,2013-06-27
7857,51516,2013-06-20,2013-06-27
7858,51517,2013-06-20,2013-06-27
7859,51518,2013-06-20,2013-06-27
7860,51519,2013-06-20,2013-06-27
7861,51520,2013-06-20,2013-06-27
7862,51521,2013-06-20,2013-06-27
7863,51522,2013-06-20,2013-06-27
7864,51523,2013-06-20,2013-06-27
7865,51524,2013-06-20,2013-06-27
7866,51525,2013-06-20,2013-06-27
7867,51526,2013-06-20,2013-06-27
7868,51527,2013-06-20,2013-06-27
7869,51528,2013-06-21,2013-06-28
7870,51529,2013-06-21,2013-06-28
7871,51530,2013-06-21,2013-06-28
7872,51531,2013-06-21,2013-06-28
7873,51532,2013-06-21,2013-06-28
7874,51533,2013-06-21,2013-06-28
7875,51534,2013-06-21,2013-06-28
7876,51535,2013-06-21,2013-06-28
7877,51536,2013-06-21,2013-06-28
7878,51537,2013-06-21,2013-06-28
7879,51538,2013-06-21,2013-06-28
